record_source,priority,category,assignment_group,location,contact_type,impact,urgency,reassignment_count,reopen_count,sla_target_minutes,breached
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Countrywide,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Delivery,Kisumu,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 43,Group 70,Location 45,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,?,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Field Services,Kisumu,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,?,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Mombasa,Portal,Medium,High,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Relocation Operations,Nairobi,Portal,Medium,Medium,0,0,480,1
SIMULATED_CONTRACTORLINK,High,Incident Support,Maintenance,Nairobi,Portal,Low,High,0,1,480,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Maintenance,Kisumu,Portal,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Field Services,Kisumu,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Delivery,Mombasa,Email,Medium,Low,0,1,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Kisumu,Portal,Low,Low,2,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 54,Group 58,Location 229,Self service,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 46,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 76,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Maintenance,Kisumu,Email,High,High,0,0,240,0
SIMULATED_CONTRACTORLINK,High,Relocation,Field Services,Kisumu,Portal,Medium,High,0,0,480,1
SIMULATED_CONTRACTORLINK,Critical,Relocation,Relocation Operations,Mombasa,Portal,High,High,1,1,240,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,IT Support,Nairobi,Email,High,Medium,0,0,240,1
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Nairobi,Portal,Low,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Relocation Operations,Countrywide,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Kisumu,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Mombasa,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,IT Support,Countrywide,Portal,Low,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 38,Group 70,Location 55,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Countrywide,Portal,Medium,Low,2,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 29,Location 36,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Field Services,Mombasa,Portal,Low,High,0,1,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 40,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 46,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Field Services,Countrywide,Portal,Low,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Nairobi,Email,Medium,High,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Kisumu,Portal,Low,Low,1,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 43,Group 82,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 97,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Maintenance,Mombasa,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Maintenance,Nairobi,Phone,Low,High,1,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,IT Support,Kisumu,Portal,High,High,1,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,?,Location 111,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Nairobi,Email,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 34,Group 9,Location 179,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Nairobi,Email,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Field Services,Mombasa,Portal,Medium,Medium,1,1,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 76,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Relocation Operations,Kisumu,Email,High,Medium,0,0,240,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,Relocation Operations,Mombasa,Portal,High,High,0,0,240,1
SIMULATED_CONTRACTORLINK,High,Incident Support,IT Support,Kisumu,Phone,Low,Medium,0,0,480,1
SIMULATED_CONTRACTORLINK,High,Inspection,Delivery,Kisumu,Portal,Low,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 34,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Countrywide,Portal,Medium,Low,0,1,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,IT Support,Kisumu,Portal,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Nairobi,Portal,Low,Medium,0,0,480,1
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Countrywide,Portal,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 39,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Relocation Operations,Mombasa,Phone,High,High,1,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 27,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 40,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 162,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Relocation Operations,Nairobi,Portal,Medium,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,Critical,Delivery,IT Support,Nairobi,Portal,High,Medium,0,0,240,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Delivery,Nairobi,Phone,High,Medium,0,1,240,1
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Kisumu,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 49,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Delivery,Countrywide,Email,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Field Services,Kisumu,Phone,Low,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 66,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 229,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Delivery,Kisumu,Email,High,Medium,0,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 33,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Maintenance,Countrywide,Portal,Low,High,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Mombasa,Phone,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,Group 73,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,IT Support,Kisumu,Portal,Low,High,1,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Maintenance,Kisumu,Portal,High,High,1,1,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 55,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 33,Group 9,Location 93,Self service,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,IT Support,Kisumu,Portal,Low,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 76,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Maintenance,Nairobi,Portal,High,Medium,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 55,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Nairobi,Phone,Low,Low,1,1,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Maintenance,Mombasa,Email,Medium,High,2,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 6,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Countrywide,Portal,Low,Low,1,0,1440,1
SIMULATED_CONTRACTORLINK,Critical,Inspection,IT Support,Countrywide,Phone,High,Medium,0,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Field Services,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,Group 73,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Kisumu,Portal,Medium,Low,0,1,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Countrywide,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Field Services,Mombasa,Email,Medium,Low,1,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 24,?,Location 44,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Mombasa,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 55,Group 33,Location 143,Phone,3 - Low,3 - Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Nairobi,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,IT Support,Mombasa,Portal,High,High,1,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 108,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,Relocation Operations,Countrywide,Portal,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,4 - Low,Category 40,Group 70,Location 143,Phone,3 - Low,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Incident Support,IT Support,Kisumu,Portal,High,High,1,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Countrywide,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,IT Support,Nairobi,Phone,Medium,Low,0,1,1440,1
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Delivery,Nairobi,Email,High,High,1,0,240,0
SIMULATED_CONTRACTORLINK,Critical,Delivery,Relocation Operations,Nairobi,Portal,High,Medium,1,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Nairobi,Portal,Medium,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Mombasa,Portal,Medium,Low,0,1,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 39,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Relocation Operations,Nairobi,Email,Medium,Medium,3,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 96,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Nairobi,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 57,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Field Services,Mombasa,Email,Medium,Low,0,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 65,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 64,Location 125,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 31,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 28,Group 26,Location 85,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Field Services,Countrywide,Email,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Mombasa,Portal,Low,Low,1,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Countrywide,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Field Services,Kisumu,Portal,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,IT Support,Mombasa,Email,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 64,Location 125,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Relocation,Delivery,Kisumu,Portal,High,High,1,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 9,Group 23,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Relocation Operations,Countrywide,Portal,High,High,0,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 15,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,?,Location 229,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,IT Support,Countrywide,Email,Medium,High,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 83,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 6,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Kisumu,Portal,Medium,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 34,Group 25,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Relocation Operations,Countrywide,Email,High,High,1,0,240,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 64,Location 125,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Delivery,Nairobi,Portal,Low,High,1,0,480,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Maintenance,Nairobi,Email,Low,High,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 35,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 40,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Relocation Operations,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 20,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 56,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,Delivery,Kisumu,Portal,Low,High,1,1,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 76,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Delivery,Countrywide,Portal,Low,Low,1,0,1440,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 93,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Countrywide,Portal,Medium,Medium,0,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 57,Group 58,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Relocation,IT Support,Mombasa,Portal,Medium,Medium,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 129,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Kisumu,Portal,Low,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Field Services,Nairobi,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,?,Location 91,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 37,?,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 26,Group 70,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Relocation Operations,Nairobi,Portal,Low,High,1,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,?,Group 70,Location 204,Self service,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 55,Location 165,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 53,Group 19,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,Maintenance,Countrywide,Portal,High,High,0,0,240,1
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Maintenance,Kisumu,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,IT Support,Countrywide,Email,Medium,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 45,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Maintenance,Field Services,Kisumu,Portal,High,Medium,0,0,240,0
EXTERNAL_SERVICENOW,4 - Low,Category 9,Group 27,Location 108,Phone,3 - Low,3 - Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Nairobi,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Delivery,IT Support,Countrywide,Email,Medium,Medium,0,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Delivery,Kisumu,Email,Medium,Low,0,1,1440,1
SIMULATED_CONTRACTORLINK,High,Delivery,IT Support,Mombasa,Email,Low,Medium,0,0,480,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 143,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Incident Support,Relocation Operations,Kisumu,Phone,Medium,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Delivery,Maintenance,Kisumu,Portal,Low,High,0,0,480,0
SIMULATED_CONTRACTORLINK,High,Inspection,Relocation Operations,Nairobi,Email,Low,High,1,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,IT Support,Kisumu,Phone,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Maintenance,Maintenance,Mombasa,Email,Medium,Medium,2,1,480,0
SIMULATED_CONTRACTORLINK,Normal,Inspection,Maintenance,Nairobi,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Nairobi,Portal,Low,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Relocation Operations,Countrywide,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Maintenance,Mombasa,Email,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 32,Group 70,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 34,Group 9,Location 161,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 46,Group 39,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,High,Inspection,Delivery,Countrywide,Portal,Medium,High,1,0,480,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 51,Group 64,Location 188,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Relocation,Maintenance,Countrywide,Portal,Medium,Low,0,0,1440,0
SIMULATED_CONTRACTORLINK,Critical,Inspection,IT Support,Mombasa,Portal,High,High,0,0,240,1
EXTERNAL_SERVICENOW,3 - Moderate,Category 28,Group 70,Location 188,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Incident Support,Delivery,Kisumu,Portal,Medium,Low,0,0,1440,1
SIMULATED_CONTRACTORLINK,High,Incident Support,Delivery,Kisumu,Portal,Low,Medium,0,0,480,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,IT Support,Countrywide,Portal,Low,Low,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 61,?,Location 128,Phone,2 - Medium,2 - Medium,0,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 23,Group 20,Location 204,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Maintenance,Relocation Operations,Mombasa,Portal,Low,Low,1,0,1440,0
EXTERNAL_SERVICENOW,3 - Moderate,Category 42,Group 70,Location 51,Phone,2 - Medium,2 - Medium,0,0,1440,0
SIMULATED_CONTRACTORLINK,Normal,Delivery,Maintenance,Kisumu,Portal,Medium,Low,1,0,1440,0
EXTERNAL_SERVICENOW,4 - Low,Category 53,Group 70,Location 93,Phone,3 - Low,3 - Low,0,0,1440,0
